"Time";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"cd/o/X";"cd/o/Y";"cd/a/X";"cd/a/Y";"cd/b/X";"cd/b/Y";"ep/o/X";"ep/o/Y";"ep/a/X";"ep/a/Y";"ep/b/X";"ep/b/Y";"cou/o/X";"cou/o/Y";"cou/a/X";"cou/a/Y";"cou/b/X";"cou/b/Y";"cd/o/X";"cd/o/Y";"cd/a/X";"cd/a/Y";"cd/b/X";"cd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"Angle 183/o/X";"Angle 183/o/Y";"Angle 183/a/X";"Angle 183/a/Y";"Angle 183/b/X";"Angle 183/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y"
"16,417";;;;;;;;;;;;;"-461,5385";"300,8392";"-547,1329";"-99,44061";"-197,2028";"91,88809";"-558,9958";"392,074";"-537,6089";"458,0169";"-669,4947";"306,5264";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-39,43018";"230,7575";"17,92023";"281,3608";"-196,8628";"90,19269"
"16,458";;;;;;;;;;;;;"-464,0559";"295,8042";"-547,1329";"-104,4755";"-229,9301";"44,05591";"-580,3826";"376,0338";"-546,5201";"443,759";"-699,7928";"313,6554";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-50,58942";"163,3454";"0,01391602";"195,9564";"-230,271";"44,2594"
"16,5";;;;;;;;;;;;;"-476,6433";"285,7343";"-549,6504";"-101,9581";"-270,2098";"1,258728";"-578,6004";"386,7273";"-553,649";"450,8879";"-690,8816";"304,7442";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-72,59711";"82,00269";"-16,37122";"115,7382";"-270,995";"0,2902832"
"16,542";;;;;;;;;;;;;"-474,1259";"295,8042";"-562,2378";"-101,9581";"-305,4545";"-39,021";"-587,5116";"381,3805";"-555,4313";"456,2346";"-703,3573";"310,0909";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-94,02472";"18,21698";"-38,92328";"38,4584";"-303,1851";"-36,8844"
"16,583";;;;;;;;;;;;;"-491,7483";"288,2518";"-562,2378";"-106,993";"-313,007";"-49,09088";"-587,5116";"395,6385";"-558,9958";"472,2748";"-717,6152";"302,9619";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-122,1376";"-49,25403";"-60,28912";"-39,13342";"-313,3057";"-49,25403"
"16,625";;;;;;;;;;;;;"-484";"258";"-562,2378";"-109,5105";"-320,5594";"-84,33569";"-589,2939";"390,2917";"-569,6892";"458,0169";"-710,4862";"285,1395";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-145,7525";"-97,60828";"-88,40198";"-99,85742";"-322,3019";"-85,23859"
"16,667";;;;;;;;;;;;;"-480";"241";"-572,3077";"-109,5105";"-350,7692";"-119,5804";"-592,8583";"374,2516";"-573,2537";"456,2346";"-719,3974";"270,8816";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-165,8693";"-164,6981";"-119,764";"-154,702";"-349,1658";"-119,7174"
"16,708";;;;;;;;;;;;;"-476";"228";"-564,7552";"-114,5455";"-350,7692";"-149,7902";"-594,6406";"374,2516";"-569,6892";"443,759";"-719,3974";"279,7928";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-168,1183";"-190,6866";"-127,6357";"-183,9395";"-353,6638";"-149,0795"
"16,75";;;;;;;;;;;;;"-494,2657";"222,7972";"-569,7902";"-112,028";"-340,6993";"-154,8252";"-585,7294";"377,8161";"-567,907";"447,3235";"-699,7928";"276,2283";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-180,8809";"-201,091";"-130,2775";"-203,34";"-340,5624";"-152,7367"
"16,792";;;;;;;;;;;;;"-489,2308";"215,2448";"-579,8601";"-117,0629";"-348,2518";"-159,8602";"-578,6004";"374,2516";"-564,3425";"440,1945";"-701,575";"261,9704";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-180,8809";"-213,4607";"-133,6511";"-215,7097";"-346,1851";"-161,7328"
"16,833";;;;;;;;;;;;;"-481,6783";"215,2448";"-574,8252";"-119,5804";"-353,2867";"-164,8951";"-596,4228";"361,7759";"-566,1247";"438,4123";"-735,4376";"269,0993";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-178,6318";"-223,5814";"-129,153";"-233,702";"-354,0566";"-163,9819"
"16,875";;;;;;;;;;;;;"-481,6783";"195,1049";"-562,2378";"-122,0979";"-338,1818";"-167,4126";"-592,8583";"372,4693";"-560,778";"436,63";"-733,6554";"283,3573";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-183,1299";"-229,204";"-120,1569";"-247,1962";"-339,4379";"-166,231"
"16,917";;;;;;;;;;;;;"-469,0909";"195,1049";"-569,7902";"-122,0979";"-338,1818";"-159,8602";"-575,0359";"377,8161";"-555,4313";"450,8879";"-694,4461";"281,575";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-176,7795";"-226,48";"-120,5536";"-259,091";"-339,8346";"-160,1334"
"16,958";;;;;;;;;;;;;"-469,0909";"182,5175";"-572,3077";"-117,0629";"-328,1119";"-149,7902";"-573,2537";"374,2516";"-550,0845";"441,9767";"-726,5264";"256,6237";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-165,5343";"-228,729";"-119,429";"-266,9626";"-333,0875";"-145,5146"
"17";;;;;;;;;;;;;"-461,5385";"192,5874";"-554,6853";"-124,6154";"-323,0769";"-149,7902";"-585,7294";"359,9937";"-550,0845";"434,8478";"-728,3087";"269,0993";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-165,5343";"-228,729";"-119,429";"-266,9626";"-325,2159";"-146,6392"
"17,042";;;;;;;;;;;;;"-461,5385";"190,0699";"-552,1678";"-124,6154";"-320,5594";"-139,7203";"-575,0359";"358,2114";"-535,8266";"434,8478";"-705,1395";"285,1395";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-158,7872";"-227,6045";"-119,429";"-266,9626";"-318,4687";"-142,1411"
"17,083";;;;;;;;;;;;;"-441,3986";"167,4126";"-547,1329";"-127,1329";"-323,0769";"-129,6503";"-571,4714";"359,9937";"-537,6089";"434,8478";"-730,0909";"269,0993";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-153,1646";"-228,729";"-119,429";"-266,9626";"-321,8423";"-129,7714"
"17,125";;;;;;;;;;;;;"-441,3986";"164,8951";"-537,0629";"-127,1329";"-310,4895";"-114,5455";"-573,2537";"359,9937";"-535,8266";"429,5011";"-710,4862";"281,575";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-153,1646";"-228,729";"-114,931";"-281,5814";"-313,9707";"-112,9036"
"17,167";;;;;;;;;;;;;"-436,3636";"167,4126";"-529,5105";"-129,6503";"-305,4545";"-129,6503";"-569,6892";"365,3404";"-534,0444";"434,8478";"-722,9619";"281,575";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-136,2968";"-241,0987";"-101,4368";"-289,453";"-308,3481";"-129,7714"
"17,208";;;;;;;;;;;;;"-426,2937";"169,9301";"-542,0979";"-127,1329";"-302,9371";"-127,1329";"-573,2537";"345,7357";"-534,0444";"427,7188";"-724,7442";"253,0592";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-135,1723";"-233,2271";"-101,4368";"-289,453";"-303,85";"-123,0243"
"17,25";;;;;;;;;;;;;"-428,8112";"169,9301";"-544,6154";"-122,0979";"-310,4895";"-122,0979";"-571,4714";"365,3404";"-534,0444";"431,2833";"-728,3087";"285,1395";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"17,292";;;;;;;;;;;;;"-426,2937";"164,8951";"-544,6154";"-122,0979";"-295,3846";"-127,1329";"-569,6892";"361,7759";"-525,1332";"433,0655";"-726,5264";"286,9218";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-135,1723";"-233,2271";"-94,68958";"-275,9587";"-303,85";"-123,0243"
"17,333";;;;;;;;;;;;;"-428,8112";"172,4475";"-542,0979";"-117,0629";"-297,9021";"-132,1678";"-557,2135";"361,7759";"-523,3509";"431,2833";"-696,2283";"281,575";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"17,375";;;;;;;;;;;;;"-418,7413";"172,4475";"-544,6154";"-127,1329";"-305,4545";"-124,6154";"-560,778";"358,2114";"-530,4799";"433,0655";"-717,6152";"247,7125";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"17,417";;;;;;;;;;;;;"-423,7762";"159,8601";"-539,5804";"-119,5804";"-302,9371";"-134,6853";"-560,778";"359,9937";"-534,0444";"441,9767";"-742,3488";"226,6723";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-135,1723";"-233,2271";"-94,68958";"-275,9587";"-302,7255";"-135,394"
"17,458";;;;;;;;;;;;;"-423,7762";"164,8951";"-542,0979";"-122,0979";"-297,9021";"-134,6853";"-555,2135";"363,9048";"-537,3911";"422,7188";"-703,1395";"230,2368";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"17,5";;;;;;;;;;;;;"-426,2937";"167,4126";"-542,0979";"-122,0979";"-310,4895";"-132,1678";"-555,4313";"349,3002";"-537,6089";"411,6786";"-683,7526";"242,3657";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"17,542";;;;;;;;;;;;;"-426,2937";"169,9301";"-547,1329";"-124,6154";"-305,4545";"-132,1678";"-551,8668";"347,518";"-532,2621";"427,7188";"-694,7928";"228,4545";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"17,583";;;;;;;;;;;;;"-433,8461";"164,8951";"-547,1329";"-127,1329";"-315,5245";"-142,2378";"-570,0359";"360,3404";"-537,9556";"428,0655";"-732,2199";"256,9704";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-135,1723";"-233,2271";"-102,5613";"-268,0872";"-313,9707";"-144,3901"
"17,625";;;;;;;;;;;;;"-436,3636";"164,8951";"-549,6504";"-119,5804";"-323,0769";"-142,2378";"-571,4714";"354,6469";"-535,8266";"413,4609";"-749,6955";"270,2283";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"17,667";;;;;;;;;;;;;"-446,4336";"172,4475";"-547,1329";"-124,6154";"-335,6643";"-142,2378";"-573,2537";"349,3002";"-544,7378";"415,2431";"-735,9441";"250,4895";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-146,4175";"-227,6045";"-101,4368";"-270,3362";"-337,5856";"-142,1411"
"17,708";;;;;;;;;;;;;"-453,986";"182,5175";"-554,6853";"-124,6154";"-360,8392";"-127,1329";"-575,6014";"355,7428";"-548,5982";"425,6335";"-736,0322";"252,4952";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-156,5381";"-224,231";"-111,5574";"-274,8342";"-361,2004";"-128,6469"
"17,75";;;;;;;;;;;;;"-459,021";"180";"-554,6853";"-124,6154";"-368,3916";"-127,1329";"-578,7782";"358,9197";"-548,5982";"414,5145";"-747,1512";"262,0258";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-156,5381";"-224,231";"-120,5536";"-279,3323";"-366,823";"-127,5223"
"17,792";;;;;;;;;;;;;"-464,0559";"180";"-562,2378";"-124,6154";"-375,944";"-137,2028";"-578,7782";"363,6849";"-559,7171";"428,8103";"-723,3248";"260,4374";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-170,0323";"-223,1064";"-120,5536";"-279,3323";"-374,6947";"-136,5185"
"17,833";;;;;;;;;;;;;"-466,5734";"192,5874";"-564,7552";"-124,6154";"-375,944";"-124,6154";"-581,9551";"370,0386";"-564,4824";"428,8103";"-732,8554";"235,0226";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-170,0323";"-223,1064";"-120,5536";"-281,5814";"-379,1927";"-128,6469"
"17,875";;;;;;;;;;;;;"-471,6084";"202,6573";"-567,2727";"-124,6154";"-383,4965";"-124,6154";"-585,1319";"349,3891";"-567,6593";"413,2798";"-686,7911";"268,7332";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-183,5266";"-229,8535";"-129,5497";"-277,0833";"-379,1927";"-128,6469"
"17,917";;;;;;;;;;;;;"-486,7133";"190,0699";"-569,7902";"-122,0979";"-391,049";"-142,2378";"-588,3088";"357,6849";"-572,4245";"416,4566";"-689,9679";"263,9679";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-192,5227";"-226,48";"-136,2968";"-286,0795";"-391,5624";"-145,5146"
"17,958";;;;;;;;;;;;;"-489,2308";"197,6224";"-587,4126";"-124,6154";"-403,6364";"-159,8602";"-602,6046";"362,4502";"-574,013";"424,045";"-731,2669";"268,3795";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-202,6434";"-235,4761";"-153,1646";"-278,2078";"-401,6831";"-157,8844"
"18";;;;;;;;;;;;;"-496,7832";"202,6573";"-592,4475";"-132,1678";"-408,6713";"-162,3776";"-599,4277";"363,6849";"-572,4245";"422,4566";"-737,6206";"276,3216";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-215,0131";"-234,3516";"-168,1761";"-282,4645";"-408,4302";"-161,2579"
"18,042";;;;;;;;;;;;;"-509,3706";"210,2098";"-587,4126";"-132,1678";"-421,2587";"-162,3776";"-599,4277";"373,2155";"-575,6014";"433,5756";"-756,6817";"260,4374";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-226,6511";"-228,4877";"-168,1761";"-275,7174";"-421,1927";"-164,3901"
"18,083";;;;;;;;;;;;;"-516,9231";"212,7273";"-600";"-139,7203";"-441,3986";"-157,3427";"-608,9583";"362,8618";"-577,1898";"429,5756";"-758,2701";"270,7332";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-234,7718";"-226,8651";"-179,6703";"-263,9742";"-442,8076";"-157,145"
"18,125";;;;;;;;;;;;;"-534,5454";"215,2448";"-597,4825";"-139,7203";"-459,021";"-157,3427";"-610,5467";"362,8618";"-588,3088";"420,045";"-743,328";"268,3795";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-250,515";"-222,367";"-170,6743";"-257,2271";"-461,9244";"-157,145"
"18,167";;;;;;;;;;;;;"-547,1329";"225,3147";"-617,6224";"-137,2028";"-509,3706";"-159,8602";"-611,4888";"365,2734";"-595,6046";"422,4566";"-715,3827";"274,8522";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-253,8885";"-202,1257";"-189,791";"-234,7367";"-503,5316";"-165,0166"
"18,208";;;;;;;;;;;;;"-562,2378";"230,3496";"-615,1049";"-137,2028";"-529,5105";"-139,7203";"-610,5467";"351,0965";"-593,074";"420,9872";"-718,5595";"255,7911";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-267,3828";"-183,0089";"-194,2891";"-220,118";"-521,5239";"-145,8998"
"18,25";;;;;;;;;;;;;"-579,8601";"242,9371";"-620,1399";"-139,7203";"-539,5804";"-129,6503";"-632,7846";"355,8618";"-607,3699";"424,164";"-737,6206";"280,6206";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-273,0054";"-163,8921";"-202,1607";"-185,2579";"-538,3917";"-127,9075"
"18,292";;;;;;;;;;;;;"-582,3776";"242,9371";"-625,1748";"-139,7203";"-554,6853";"-119,5804";"-623,2541";"366,1029";"-607,3699";"426,7556";"-729,6785";"277,1512";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-282,0015";"-147,0243";"-221,2775";"-162,7676";"-550,7614";"-118,9114"
"18,333";;;;;;;;;;;;;"-587";"264";"-630,2098";"-137,2028";"-572,3077";"-109,5105";"-631,1962";"356,5724";"-615,312";"431,2283";"-755,0933";"243,7943";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-278,628";"-138,0281";"-202,1607";"-135,7791";"-569,8782";"-106,5416"
"18,375";;;;;;;;;;;;;"-600";"267";"-632,7273";"-132,1678";"-577,3427";"-109,5105";"-628,0194";"364,5145";"-608,9583";"428,0515";"-756,6817";"262,8553";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-289,8732";"-139,1526";"-202,1607";"-135,7791";"-577,7498";"-107,6661"
"18,417";;;;;;;;;;;;;"-610";"269";"-637,7622";"-132,1678";"-574,8252";"-112,028";"-643,9036";"361,3376";"-616,9004";"428,0515";"-770,9775";"270,7975";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-289,8732";"-139,1526";"-211,1569";"-125,6584";"-577,7498";"-107,6661"
"18,458";;;;;;;;;;;;;"-618";"271";"-645,3147";"-124,6154";"-584,8951";"-119,5804";"-651,8457";"362,9261";"-624,8425";"442,3473";"-761,447";"286,6817";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-289,8732";"-139,1526";"-217,904";"-124,5339";"-586,7459";"-121,1604"
"18,5";;;;;;;;;;;;;"-624";"271";"-660,4196";"-129,6503";"-579,8601";"-122,0979";"-643,9036";"361,3376";"-624,8425";"423,2862";"-763,0354";"262,8586";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-289,8732";"-139,1526";"-217,904";"-124,5339";"-579,9988";"-116,6623"
"18,542";;;;;;;;;;;;;"-624,4825";"271";"-662,9371";"-129,6503";"-569,7902";"-124,6154";"-639,1383";"366,3344";"-621,6657";"415,5756";"-766,0512";"268,1886";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"18,583";;;;;;;;;;;;;"-627";"271";"-667,972";"-129,6503";"-574,8252";"-129,6503";"-642,8867";"371,5335";"-617,4044";"435,2393";"-754,7258";"293,6709";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-285,3751";"-159,394";"-220,153";"-140,2772";"-573,2517";"-124,5339"
"18,625";;;;;;;;;;;;;"-628";"270";"-665,4546";"-134,6853";"-569,7902";"-119,5804";"-648,5494";"365,8708";"-624,4828";"422,4982";"-753,3101";"293,6709";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-285,3751";"-159,394";"-220,153";"-140,2772";"-569,8782";"-123,4094"
"18,667";;;;;;;;;;;;;"-625";"268";"-665,4546";"-132,1678";"-567,2727";"-127,1329";"-642,8867";"360,2081";"-621,6514";"419,6668";"-767,4669";"266,7729";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-281,5035";"-171,1372";"-212,9078";"-154,2695";"-569,8782";"-123,4094"
"18,708";;;;;;;;;;;;;"-622";"266";"-662,9371";"-132,1678";"-554,6853";"-127,1329";"-647,1337";"358,7924";"-625,8985";"440,5648";"-746,2316";"274,9297";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-281,5035";"-171,1372";"-209,5343";"-159,8921";"-560,3839";"-128,4056"
"18,75";;;;;;;;;;;;;"-618";"264";"-657,9021";"-134,6853";"-557,2028";"-129,6503";"-637,2239";"358,4551";"-615,9887";"423,5766";"-727,8277";"287,6709";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-259,0131";"-182,3824";"-197,1646";"-166,6392";"-560,3839";"-128,4056"
"18,792";;;;;;;;;;;;;"-612";"262";"-655,3846";"-132,1678";"-542,0979";"-129,6503";"-637,2239";"348,5453";"-617,4044";"420,7452";"-740,5689";"256,5258";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-250,017";"-180,1334";"-191,542";"-164,3901";"-534,5201";"-130,6546"
"18,833";;;;;;;;;;;;;"-607";"261";"-650,3496";"-137,2028";"-532,028";"-134,6853";"-618,82";"369,7806";"-607,4946";"432,0707";"-722,165";"263,6042";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-240,8963";"-176,1372";"-186,9194";"-160,394";"-534,5201";"-130,6546"
"18,875";;;;;;;;;;;;;"-602";"260";"-650,3496";"-134,6853";"-529,5105";"-127,1329";"-615,9887";"358,4551";"-600,4161";"427,8237";"-739,1532";"242,1102";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-243,1453";"-172,7637";"-177,9233";"-157,0204";"-534,5201";"-130,6546"
"18,917";;;;;;;;;;;;;"-597";"260";"-650,3496";"-134,6853";"-511,8881";"-122,0979";"-614,573";"349,7022";"-600,4161";"420,4864";"-720,7493";"247,3336";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-238,6472";"-179,5108";"-173,4252";"-162,6431";"-517,5277";"-126,6584"
"18,958";;;;;;;;;;;;;"-594";"259";"-642,7972";"-132,1678";"-501,8182";"-124,6154";"-630,1455";"352,0943";"-603,2475";"425,7099";"-740,5689";"270,5689";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-233,0247";"-186,2579";"-174,5497";"-168,2656";"-505,1581";"-125,5339"
"19";;;;;;;;;;;;;"-590";"258";"-647,8322";"-137,2028";"-494,2657";"-127,1329";"-619,8985";"361,0041";"-596,1691";"426,2942";"-719,3336";"305,961";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-229,6511";"-185,1334";"-162,18";"-164,8921";"-505,1581";"-125,5339"
"19,042";;;;;;;;;;;;;"-589";"258";"-642,7972";"-134,6853";"-486,7133";"-129,6503";"-608,9102";"352,1179";"-590,5063";"417,2393";"-703,7611";"257,5141";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-222,904";"-178,3863";"-154,3084";"-158,145";"-488,2903";"-127,783"
"19,083";;;;;;;;;;;;;"-589";"258";"-635,2448";"-134,6853";"-489,2308";"-124,6154";"-615,9887";"347,714";"-590,5063";"419,9139";"-750,4787";"243,9533";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-225,153";"-172,7637";"-149,8103";"-146,8998";"-488,2903";"-127,783"
"19,125";;;;;;;;;;;;;"-589";"259";"-635,2448";"-134,6853";"-491,7483";"-127,1329";"-608,9102";"351,714";"-590,5063";"409,757";"-727,8277";"256,8631";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-218,4059";"-164,8921";"-152,0593";"-145,7753";"-488,2903";"-127,783"
