"Time";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"cd/o/X";"cd/o/Y";"cd/a/X";"cd/a/Y";"cd/b/X";"cd/b/Y";"ep/o/X";"ep/o/Y";"ep/a/X";"ep/a/Y";"ep/b/X";"ep/b/Y";"cou/o/X";"cou/o/Y";"cou/a/X";"cou/a/Y";"cou/b/X";"cou/b/Y";"cd/o/X";"cd/o/Y";"cd/a/X";"cd/a/Y";"cd/b/X";"cd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"Angle 183/o/X";"Angle 183/o/Y";"Angle 183/a/X";"Angle 183/a/Y";"Angle 183/b/X";"Angle 183/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y"
"4,417";"-218";"431";"-250,5941";"248,6282";"-234";"474";"-252,1287";"247,2588";"-559,755";"171,1792";"-204";"356";"-559";"170";"-581";"-132";"-250,4747";"248,9127";"-534,5454";"-91,88812";"-496,7832";"-8,811218";"-736";"79";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4,458";"-221";"431";"-257,759";"260,5696";"-237,0604";"470,7395";"-258,7443";"258,8362";"-559,755";"182,7565";"-205";"357";"-558";"180";"-584";"-126";"-257,0903";"258,8362";"-559,7203";"-71,74823";"-501,8182";"21,39862";"-744";"81";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4,5";"-222";"430";"-249,798";"263,7541";"-238";"471";"-252,1287";"263,7979";"-559,755";"191,026";"-205";"358";"-560";"189";"-586";"-119";"-250,4747";"265,4518";"-549,6504";"-61,67828";"-491,7483";"21,39862";"-750";"87";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4,542";"-222,7307";"431,7307";"-240,2449";"270,1228";"-238";"471";"-242,2052";"265,4518";"-553,1394";"205,9112";"-203";"359";"-554";"203";"-589";"-112";"-240,5513";"265,4518";"-537,0629";"-21,39862";"-499,3007";"51,6084";"-753,5664";"94,40561";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4,583";"-222";"432";"-245,0214";"267,7345";"-238";"471";"-245,513";"268,7596";"-551,4854";"219,1424";"-199";"359";"-554,5175";"213,4825";"-592";"-104";"-247,1669";"270,4135";"-544,6154";"-18,8811";"-504,3357";"61,67831";"-751,049";"122,0979";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4,625";"-221";"433";"-240";"271";"-238";"471";"-238,8974";"272,0674";"-554,6853";"235,3846";"-197";"361";"-548";"231";"-595";"-96";"-238,8974";"272,0674";"-552,1678";"16,36359";"-514,4056";"109,5105";"-753,5664";"124,6154";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4,667";"-220,3424";"430,9346";"-229,0995";"270,9189";"-238";"471";"-228,974";"272,0674";"-539,5804";"258,042";"-193";"362";"-539,5804";"260,5594";"-600";"-83";"-228,974";"273,7213";"-539,5804";"46,57339";"-496,7832";"119,5804";"-738,4615";"149,7902";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4,708";"-217,158";"430,9346";"-221,9346";"274,1033";"-238";"471";"-222,3583";"275,3752";"-539,9081";"263,7979";"-191";"364";"-543,2159";"262,144";"-602";"-75";"-222,3583";"273,7213";"-547,1329";"79,30069";"-501,8182";"154,8252";"-746,014";"154,8252";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4,75";"-218,7502";"431,7307";"-217";"278";"-238";"471";"-217,3967";"280,3369";"-537,0629";"278,1818";"-190";"365";"-538,2542";"275,3752";"-605";"-68";"-219,0505";"280,3369";"-537,0629";"84,33569";"-499,3007";"167,4126";"-748,5315";"157,3427";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4,792";"-219,5463";"427,7502";"-216,3619";"277,2877";"-236,2643";"469,9434";"-217,3967";"277,0291";"-534,9464";"291,9142";"-187";"364";"-536";"291";"-608";"-60";"-219,0505";"278,683";"-549,6504";"112,028";"-499,3007";"207,6923";"-751,049";"177,4825";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4,833";"-217,158";"429,3424";"-219,5463";"282,0643";"-228,3033";"469,9434";"-220,7045";"281,9908";"-541,562";"313,415";"-184";"363";"-539,9081";"311,7611";"-611";"-53";"-219,0505";"281,9908";"-532,028";"134,6853";"-504,3357";"222,7972";"-735,9441";"185,035";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4,875";"-204,4204";"424,5658";"-217";"284";"-222,7307";"468,3512";"-215,7427";"280,3369";"-536,6003";"326,6463";"-180";"361";"-537";"325";"-613";"-47";"-215,7427";"281,9908";"-534,5454";"139,7203";"-499,3007";"240,4196";"-751,049";"197,6224";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4,917";"-201";"425";"-213,1775";"287,637";"-219,5463";"471,5356";"-212,4349";"288,6064";"-533,2925";"336,5697";"-177";"362";"-534";"338";"-616";"-42";"-212,4349";"288,6064";"-547,1329";"174,965";"-511,8881";"263,0769";"-748,5315";"212,7273";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4,958";"-198";"426";"-225,119";"294,0058";"-216,3619";"473,9239";"-225,6661";"293,5681";"-538,2542";"349,8009";"-176";"364";"-537,5175";"349";"-617";"-39";"-225,6661";"293,5681";"-554,6853";"177,4825";"-524,4755";"270,6294";"-756,0839";"227,8322";;;;;;;"-600";"-1005,734";"-496,7832";"-570,21";"-534,5454";"-794,266";"-683,0769";"-839,58";"-667,972";"-560,14";"-459,021";"-940,28";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5";"-197";"427";"-225,119";"306,7433";"-217";"474";"-225,6661";"306,7994";"-536,6003";"363,0322";"-176";"366";"-536";"359";"-619";"-37";"-224,0123";"306,7994";"-577,3427";"202,6573";"-539,5804";"288,2518";"-738,4615";"263,0769";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,042";"-197";"426";"-217,158";"287,637";"-217";"474";"-217,3967";"286,9525";"-539,9081";"367,9939";"-180";"367";"-540";"367";"-622";"-36";"-219,0505";"286,9525";"-579,8601";"247,972";"-526,993";"320,979";"-733,4266";"288,2518";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,083";"-197";"423";"-228,3033";"299,5784";"-217";"474";"-228,974";"300,1838";"-544,8698";"376,2634";"-182";"367";"-545";"374";"-626";"-36";"-230,6279";"301,8377";"-567,2727";"285,7343";"-529,5105";"366,2937";"-771,1888";"275,6643";;;;;;;;;;;;;;;;;;;"-778,7413";"-1010,769";"-728,3916";"-572,7271";"-819,021";"-980,559";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,125";"-196";"419";"-232,2839";"290,0253";"-213,1775";"473,1278";"-232,2818";"290,2603";"-549,8315";"379,5712";"-185";"367";"-550";"381";"-630";"-37";"-230,6279";"290,2603";"-582,3776";"305,8741";"-532,028";"391,4685";"-756,0839";"293,2867";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,167";"-193,2751";"413,4204";"-244,2253";"306,7433";"-207,6049";"464,3707";"-243,8591";"306,7994";"-558,1011";"389,4946";"-186";"367";"-558";"390";"-637";"-39";"-242,2052";"306,7994";"-577,3427";"315,9441";"-549";"431";"-778,7413";"293,2867";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,208";"-190,0907";"411,8282";"-245,0214";"319,4809";"-198,0516";"461,9824";"-245,513";"318,3767";"-564,7167";"394,4564";"-187";"369";"-564";"395";"-641";"-42";"-245,513";"316,7228";"-587,4126";"313,4266";"-555";"446";"-783,7762";"290,7692";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,25";"-190,0907";"403,8673";"-241,041";"316,2965";"-198";"452";"-240,5513";"316,7228";"-569,6784";"399,4181";"-185";"367";"-571";"398";"-643";"-47";"-240,5513";"316,7228";"-569,7902";"351,1888";"-554";"456";"-761,1189";"313,4266";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,292";"-189";"396";"-245,8175";"312,316";"-191,6829";"446,8566";"-243,8591";"313,415";"-579,6018";"399,4181";"-183";"359";"-579,6018";"401,072";"-644";"-54";"-247,1669";"313,415";"-564,7552";"361,2587";"-557";"462";"-726";"339";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,333";"-186,1102";"372,0234";"-247,4097";"294,0058";"-190";"426";"-250,4747";"291,9142";"-591,1792";"404,3798";"-195";"343";"-589";"402";"-643";"-60";"-245,513";"293,5681";"-572,3077";"371,3287";"-561";"472";"-732";"340";;;;;;;"-640,2797";"-857,203";"-496,7832";"-570,21";"-484,1958";"-857,203";"-685,5944";"-829,51";"-667,972";"-560,14";"-544,6154";"-1028,392";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,375";"-182,1297";"336,1989";"-267,3122";"254,997";"-184";"385";"-267,0138";"255,5283";"-599,4487";"396,1103";"-198";"311";"-600";"397";"-640";"-66";"-265,3599";"253,8744";"-569,7902";"381,3986";"-564,7552";"479,5804";"-738";"336";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,417";"-172,2184";"277,5092";"-286,8566";"196,3072";"-172,2184";"316,518";"-286,8607";"195,9878";"-614,3339";"386,1868";"-182,0979";"247,972";"-614";"385";"-637";"-72";"-288,5145";"195,9878";"-579,8601";"383,9161";"-567";"467";"-743";"330";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,458";"-153,9082";"189,9384";"-333,0302";"157,2984";"-147,5394";"229,7433";"-333,1469";"157,3427";"-594,487";"410,9954";"-174,5455";"185,035";"-591,1792";"410,9954";"-633";"-78";"-335,6643";"154,8252";"-589,9301";"393,986";"-570";"473";"-748";"324";;;;;;;;;;;;;;;;;;;"-889,5105";"-1224,755";"-728,3916";"-572,7271";"-816,5035";"-1247,413";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,5";"-131,6301";"66,86041";"-361,7024";"128,956";"-105,3589";"102,6848";"-362,1442";"129,8315";"-606,0643";"396,1103";"-188,9102";"65,9101";"-606";"396";"-628";"-84";"-364,5942";"129,8315";"-587,4126";"401,5385";"-572";"479";"-751";"321";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,542";"-118,2438";"-94,69269";"-79,69812";"-72,6864";"-425,6545";"70,6351";"-425,7887";"71,94489";"-620,9495";"382,879";"-240,1638";"-24,10059";"-620";"384";"-623";"-89";"-424,1348";"68,63708";"-584,8951";"404,0559";"-572,3077";"484,6154";"-754";"318";;;;;;;"-798,8811";"-1383,357";"-496,7832";"-570,21";"-504,3357";"-1365,734";"-705,7343";"-1322,937";"-667,972";"-560,14";"-388,5315";"-1383,357";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,583";"-136,5344";"-271,6791";"-85,90112";"-281,5154";"-477,2685";"56,86469";"-472,098";"52,09799";"-622,6034";"374,6095";"-262,6573";"-152,3077";"-622";"374";"-622";"-94";"-470,4441";"48,79019";"-589,9301";"409,0909";"-577,3427";"487,1329";"-755";"314";;;;;;;;;;;;;;;;;;;;;;;;;"-864,3357";"-1383,357";"-187,5539";"-540,5811";"-348,2518";"-1380,839";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,625";"-230,0956";"-410,8936";"-194,1009";"-468,885";"-454,0629";"7,045288";"-453,986";"6,293701";"-609,3721";"361,3783";"-310,4895";"-227,8322";"-608";"361";"-622";"-100";"-453,986";"6,293701";"-587,4126";"416,6434";"-567,2727";"494,6853";"-750";"308";;;;;;;"-776,2238";"-1219,72";"-496,7832";"-570,21";"-605,035";"-1373,287";"-813,986";"-1262,517";"-667,972";"-560,14";"-526,993";"-1383,357";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,667";"-378,0837";"-518,875";"-365,8741";"-562,657";"-496,7832";"-56,64337";"-499,3007";"-54,12592";"-574,6401";"341,5314";"-403,6364";"-368,8112";"-573";"343";"-619,2956";"-111,6386";"-501,8182";"-54,12592";"-581";"417";"-573";"475";"-725";"297";;;;;;;"-886,993";"-1353,147";"-496,7832";"-570,21";"-710,7692";"-1237,343";"-927,2727";"-1141,678";"-667,972";"-560,14";"-647,8322";"-1383,357";"-892,028";"-1249,93";"-728,3916";"-572,7271";"-650,3496";"-1302,797";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,708";"150,889";"-906,821";"-365,8741";"-562,657";"370,8571";"-1086,795";"-549,6504";"-39,021";"-563,0628";"344,8392";"-529,5105";"-421,6783";"-563";"345";"-609,3721";"-106,6769";"-542,0979";"-36,50348";"-567";"419";"-562";"479";"-709";"302";;;;;;;"-499,3007";"-529,9301";"-496,7832";"-570,21";"-544,6154";"-39,021";"-866,8531";"-1373,287";"-667,972";"-560,14";"-1677,482";"-1383,357";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,75";;;;;;;"-579,8601";"-23,91608";"-564,7552";"368,8112";"-587,4126";"-441,8182";"-567,2727";"371,3287";"-599,4487";"-103,3691";"-577,3427";"-26,43359";"-557";"425";"-548";"483";"-709";"306";;;;;;;"-592,4475";"-512,308";"-610,0699";"-557,6219";"-577,3427";"-26,43359";"-897,0629";"-1209,65";"-667,972";"-560,14";"-1279,72";"-975,525";"-1131,189";"-1383,357";"-728,3916";"-572,7271";"-922,2377";"-849,65";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,792";;;;;;;"-602,5175";"-26,43359";"-558,1011";"377,9173";"-655,3846";"-434,2657";"-554,7933";"377,9173";"-614,3339";"-95,09949";"-600";"-31,46851";"-552";"431";"-529";"483";"-673";"362";;;;;;;"-172,028";"-967,972";"-610,0699";"-557,6219";"-48,67133";"-978,042";"-655,3846";"-527,413";"-667,972";"-560,14";"-600";"-28,95099";"-1093,427";"-1383,357";"-728,3916";"-572,7271";"-841,6783";"-1383,357";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,833";;;;;;;"-645,3147";"-1,258728";"-577,9479";"381,2251";"-723,3566";"-444,3357";"-577";"380";"-647,8322";"-1,258728";"-606,0643";"134,7933";"-543";"434";"-517";"485";"-668";"377";;;;;;;;;;;;;"-391,049";"-771,608";"-667,972";"-560,14";"-365,8741";"-869,79";"-715,8042";"-522,3781";"-728,3916";"-572,7271";"-647,8322";"-1,258728";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,875";;;;;;;"-675,5245";"-18,8811";"-577,3427";"381,3986";"-773,7063";"-439,3007";"-576";"379";"-675,5245";"-16,36359";"-579";"143";"-536";"436";"-508";"487";"-668";"376";;;;;;;;;;;;;;;;;;;"-768,6713";"-529,9301";"-776,2238";"-567,692";"-678,042";"-18,8811";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,917";;;;;;;"-670,4895";"-3,776184";"-557,2028";"358,7413";"-783,7762";"-441,8182";"-557,2028";"358,7413";"-619,2956";"-139,7549";"-670,4895";"-3,776184";"-530";"437";"-508";"493";"-664";"375";;;;;;;;;;;;;;;;;;;"-781,2587";"-529,9301";"-798,8811";"-582,797";"-675,5245";"-8,811218";"-104,056";"-1224,755";"-187,5539";"-540,5811";"-106,5734";"-1285,175";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5,958";;;;;;;"-665,4546";"-8,811218";"-511,8881";"383,9161";"-756,0839";"-459,4406";"-513,4456";"379,5712";"-617";"-144";"-670,4895";"-8,811218";"-525";"439";"-504";"497";"-662";"373";;;;;;;;;;;;;;;;;;;"-763,6364";"-532,448";"-781,2587";"-580,28";"-662,9371";"-11,32867";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6";;;;;;;"-637,7622";"-8,811218";"-509,3706";"383,9161";"-713,192";"-464,265";"-508";"381";"-582,9096";"-109,9847";"-635,2448";"-8,811218";"-519";"442";"-500";"501";"-658";"373";;;;;;;;;;;;;;;;;;;"-723,3566";"-527,413";"-758,6014";"-582,797";"-638";"-16";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,042";;;;;;;"-607,5525";"-18,8811";"-499,3007";"386,4336";"-662,9371";"-456,9231";"-501";"386";"-553";"-110";"-607,5525";"-21,39862";"-515";"447";"-494";"505";"-653";"376";;;;;;;;;;;;;;;;;;;"-665,4546";"-527,413";"-680,5594";"-585,3149";"-608";"-18";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,083";;;;;;;"-582,3776";"-18,8811";"-494,2657";"391,4685";"-610,0699";"-472,028";"-493";"391";"-538,2542";"-121,562";"-582,3776";"-21,39862";"-510";"453";"-488";"509";"-646";"381";;;;;;;;;;;;;;;;;;;"-607,5525";"-527,413";"-615,1049";"-572,7271";"-577";"-17";"-144,3356";"-1023,357";"-187,5539";"-540,5811";"-109,0909";"-1063,636";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,125";;;;;;;"-552,1678";"8,811218";"-484,1958";"391,4685";"-544,6154";"-464,476";"-483";"396";"-521,7152";"-126,5237";"-549,6504";"8,811218";"-506";"460";"-481,6783";"517,3427";"-637";"386";;;;;;;;;;;;;;;;;;;"-524,4755";"-527,413";"-524,4755";"-585,3149";"-552,1678";"6,293701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,167";;;;;;;"-491,7483";"-18,8811";"-461,5385";"404,0559";"-426,2937";"-464,476";"-462";"402";"-533,2925";"-143,0628";"-499,3007";"-1,258728";"-492";"466";"-471";"513";"-618";"392";;;;;;;;;;;;;;;;;;;"-408,6713";"-519,86";"-393,5664";"-570,21";"-494,2657";"-18,8811";"-76,36359";"-1025,874";"-187,5539";"-540,5811";"21,81818";"-1287,692";"-587,4126";"-857,203";"-474,1259";"-567,692";"-559,7203";"-955,385";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,208";;;;;;;"-459,021";"-3,776184";"-441,3986";"406,5734";"-338,1818";"-446,8531";"-443";"404";"-533,2925";"-154,6401";"-456,5035";"-1,258728";"-481";"468";"-459";"513";"-601";"394";;;;;;;;;;;;;;;;;;;"-323,0769";"-504,755";"-295,3846";"-552,587";"-456,5035";"-3,776184";"-73,84613";"-973,007";"-187,5539";"-540,5811";"-5,874084";"-1232,308";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,25";;;;;;;"-418,7413";"-39,021";"-421,2587";"406,5734";"-260,1398";"-446,8531";"-422";"405";"-506,83";"-149,6784";"-418,7413";"-41,53851";"-469";"469";"-447";"513";"-582";"397";;;;;;;;;;;;;;;;;;;"-428,8112";"-1166,853";"-295,3846";"-552,587";"-315,5245";"-925,175";"-226,7632";"-487,114";"-187,5539";"-540,5811";"-413,7063";"-36,50348";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,292";;;;;;;"-373,4266";"-26,43359";"-406,1539";"409,0909";"-199,7203";"-429,2308";"-402";"405";"-520,0612";"-144,7167";"-375,944";"-23,91608";"-459";"470";"-437";"513";"-567";"396";;;;;;;;;;;;;;;;;;;;;;;;;"-155,4735";"-478,203";"-96,65948";"-520,9771";"-376,4714";"-27,29602";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,333";;;;;;;"-330,6294";"-41,53851";"-386,014";"406,5734";"-144,3356";"-393,986";"-387";"406";"-519";"-144";"-333,1469";"-41,53851";"-450";"470";"-429";"513";"-559";"395";;;;;;;;;;;;;;;;;;;;;;;;;"-98,44177";"-447,9049";"-30,71667";"-504,937";"-331,9154";"-39,77173";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,375";;;;;;;"-302,9371";"-41,53851";"-378,4615";"409,0909";"-86,43359";"-371,3287";"-378";"408";"-515";"-145";"-305,4545";"-44,05603";"-447";"472";"-423";"513";"-553";"394";;;;;;;;;;;;;;;;;;;;;;;;;"-54";"-421";"16";"-470";"-303,3995";"-41,55402";;;;;;;"-597,4825";"-655,804";"-630,2098";"-557,6219";"-678,042";"-955,385";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,417";;;;;;;"-287,8322";"-41,53851";"-378,4615";"409,0909";"-51,18878";"-353,7063";"-376";"409";"-508";"-147";"-287,8322";"-39,021";"-447";"472";"-424";"513";"-552";"391";;;;;;;;;;;;;;;;;;;;;;;;;"-21";"-398";"35,22632";"-428,3002";"-291";"-37";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,458";;;;;;;"-285,3147";"-49,09088";"-386,014";"409,0909";"-51,18878";"-346,1539";"-382";"407";"-502";"-149";"-282,7972";"-49,09088";"-451";"470";"-431";"513";"-559";"386";;;;;;;;;;;;;;;;;;;;;;;;;"-12,89423";"-365,9218";"53,04901";"-403,3489";"-289,1416";"-50,46509";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,5";;;;;;;"-297,9021";"-44,05603";"-398,6014";"409,0909";"-43,63641";"-323,4965";"-396";"405";"-497";"-152";"-297,9021";"-44,05603";"-459";"468";"-441";"513";"-570";"381";;;;;;;;;;;;;;;;;;;;;;;;;"-11";"-350";"53";"-383";"-292";"-50";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,542";;;;;;;"-305,4545";"-54,12592";"-408,6713";"406,5734";"-68,81122";"-323,4965";"-411";"403";"-494";"-153";"-305,4545";"-49,09088";"-471";"467";"-453";"513";"-584";"375";;;;;;;;;;;;;;;;;;;;;;;;;"-34,28113";"-339,1882";"39";"-372";"-306,0848";"-51,93982";"-524,4755";"-761,538";"-474,1259";"-567,692";"-534,5454";"-859,72";;;;;;;"-559,7203";"-723,776";"-544,6154";"-560,14";"-438,8811";"-847,1331";;;;;;;;;;;;;;;;;;;;;;;;
"6,583";;;;;;;"-318,0419";"-56,64337";"-428,8112";"404,0559";"-68,81122";"-323,4965";"-427";"403";"-491";"-153";"-315,5245";"-56,64337";"-483";"467";"-465";"513";"-598";"370";;;;;;;;;;;;;;;;;;;;;;;;;"-50,32129";"-344,5349";"15,62158";"-374,833";"-319,4397";"-61,15863";;;;;;;;;;;;;;;;;;;"-574,8252";"-819,441";"-506,8531";"-552,587";"-526,993";"-879,86";;;;;;;;;;;;;;;;;;
"6,625";;;;;;;"-335,6643";"-49,09088";"-441,3986";"404,0559";"-101,5385";"-336,0839";"-442";"403";"-491";"-152";"-333,1469";"-46,57343";"-493";"466";"-474,1259";"522,3776";"-610,0699";"366,2937";;;;;;;;;;;;;;;;;;;;;;;;;"-82";"-357";"-18";"-387";"-333,6976";"-50,46509";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,667";;;;;;;"-370,9091";"-51,6084";"-464,0559";"399,021";"-182,0979";"-358,7413";"-462";"397";"-497";"-153";"-370,9091";"-51,6084";"-506,8531";"461,958";"-479,1608";"524,8951";"-615,1049";"351,1888";;;;;;;;;;;;;;;;;;;;;;;;;"-130,5222";"-398,0021";"-82";"-430";"-369,3425";"-54,0296";;;;;;;;;;;;;;;;;;;;;;;;;"-534,5454";"-776,6429";"-486,7133";"-545,035";"-635,2448";"-884,895";;;;;;;;;;;;
"6,708";;;;;;;"-391,049";"-64,1958";"-476,6433";"391,4685";"-217,3427";"-386,4336";"-476";"391";"-501,8683";"-149,6784";"-388,5315";"-66,71332";"-511,8881";"466,993";"-474,1259";"527,4126";"-657,9021";"336,0839";;;;;;;;;;;;;;;;;;;;;;;;;"-179";"-431";"-132,1103";"-465,879";"-392,5116";"-64,72302";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,75";;;;;;;"-416,2238";"-66,71332";"-491,7483";"383,9161";"-260,1398";"-426,7133";"-490";"385";"-500,2144";"-156,294";"-413,7063";"-69,23077";"-511,8881";"469,5105";"-489,2308";"527,4126";"-640,2797";"333,5664";;;;;;;;;;;;;;;;;;;;;;;;;"-233";"-464";"-187";"-512";"-415,6807";"-68,28748";"-610,0699";"-781,678";"-474,1259";"-567,692";"-622,6573";"-862,238";"-617,6224";"-776,6429";"-630,2098";"-557,6219";"-431,3287";"-781,678";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
